State,Year,Month,Value,Index
Alabama,1980,4,15.11,Min
Alabama,1980,5,18.56,Min
Alabama,1980,6,21.39,Min
Alabama,1980,7,20.61,Min
Alabama,1980,8,18.83,Min
Alabama,1980,9,8.33,Min
Alabama,1980,10,4.39,Min
Alabama,1980,11,0.0,Min
Alabama,1981,0,-2.89,Min
Alabama,1981,1,1.67,Min
Alabama,1981,2,3.61,Min
Alabama,1981,3,12.06,Min
Alabama,1981,4,12.5,Min
Alabama,1981,5,20.39,Min
Alabama,1981,6,21.0,Min
Alabama,1981,7,19.78,Min
Alabama,1981,8,14.44,Min
Alabama,1981,9,9.72,Min
Alabama,1981,10,4.83,Min
Alabama,1981,11,0.44,Min
Alabama,1982,0,-0.33,Min
Alabama,1982,1,2.89,Min
Alabama,1982,2,8.33,Min
Alabama,1982,3,9.44,Min
Alabama,1982,4,14.78,Min
Alabama,1982,5,18.11,Min
Alabama,1982,6,20.56,Min
Alabama,1982,7,20.22,Min
Alabama,1982,8,15.67,Min
Alabama,1982,9,10.83,Min
Alabama,1982,10,6.33,Min
Alabama,1982,11,6.0,Min
Alabama,1983,0,0.11,Min
Alabama,1983,1,2.67,Min
Alabama,1983,2,4.89,Min
Alabama,1983,3,7.33,Min
Alabama,1983,4,13.72,Min
Alabama,1983,5,18.0,Min
Alabama,1983,6,20.61,Min
Alabama,1983,7,20.67,Min
Alabama,1983,8,15.67,Min
Alabama,1983,9,11.06,Min
Alabama,1983,10,4.67,Min
Alabama,1983,11,-0.22,Min
Alabama,1984,0,-1.67,Min
Alabama,1984,1,1.94,Min
Alabama,1984,2,4.83,Min
Alabama,1984,3,9.61,Min
Alabama,1984,4,13.44,Min
Alabama,1984,5,17.78,Min
Alabama,1984,6,19.72,Min
Alabama,1984,7,19.56,Min
Alabama,1984,8,15.17,Min
Alabama,1984,9,14.44,Min
Alabama,1984,10,3.89,Min
Alabama,1984,11,6.39,Min
Alabama,1985,0,-3.39,Min
Alabama,1985,1,1.56,Min
Alabama,1985,2,8.0,Min
Alabama,1985,3,10.33,Min
Alabama,1985,4,14.94,Min
Alabama,1985,5,18.89,Min
Alabama,1985,6,20.11,Min
Alabama,1985,7,20.06,Min
Alabama,1985,8,16.11,Min
Alabama,1985,9,14.33,Min
Alabama,1985,10,10.78,Min
Alabama,1985,11,-1.61,Min
Alabama,1986,0,-1.11,Min
Alabama,1986,1,4.22,Min
Alabama,1986,2,5.17,Min
Alabama,1986,3,8.33,Min
Alabama,1986,4,15.28,Min
Alabama,1986,5,19.89,Min
Alabama,1986,6,21.28,Min
Alabama,1986,7,19.44,Min
Alabama,1986,8,18.78,Min
Alabama,1986,9,11.72,Min
Alabama,1986,10,9.83,Min
Alabama,1986,11,2.94,Min
Alabama,1987,0,0.28,Min
Alabama,1987,1,3.61,Min
Alabama,1987,2,6.44,Min
Alabama,1987,3,7.72,Min
Alabama,1987,4,16.89,Min
Alabama,1987,5,18.89,Min
Alabama,1987,6,20.33,Min
Alabama,1987,7,21.11,Min
Alabama,1987,8,16.28,Min
Alabama,1987,9,5.22,Min
Alabama,1987,10,5.83,Min
Alabama,1987,11,4.06,Min
Alabama,1988,0,-0.67,Min
Alabama,1988,1,0.33,Min
Alabama,1988,2,5.11,Min
Alabama,1988,3,9.83,Min
Alabama,1988,4,12.06,Min
Alabama,1988,5,17.22,Min
Alabama,1988,6,20.44,Min
Alabama,1988,7,20.83,Min
Alabama,1988,8,18.5,Min
Alabama,1988,9,8.22,Min
Alabama,1988,10,7.0,Min
Alabama,1988,11,1.33,Min
Alabama,1989,0,3.89,Min
Alabama,1989,1,3.39,Min
Alabama,1989,2,7.78,Min
Alabama,1989,3,8.83,Min
Alabama,1989,4,13.94,Min
Alabama,1989,5,19.17,Min
Alabama,1989,6,20.83,Min
Alabama,1989,7,19.78,Min
Alabama,1989,8,17.22,Min
Alabama,1989,9,9.56,Min
Alabama,1989,10,5.17,Min
Alabama,1989,11,-2.44,Min
Alabama,1990,0,3.67,Min
Alabama,1990,1,6.44,Min
Alabama,1990,2,7.72,Min
Alabama,1990,3,8.78,Min
Alabama,1990,4,14.33,Min
Alabama,1990,5,18.61,Min
Alabama,1990,6,20.22,Min
Alabama,1990,7,19.94,Min
Alabama,1990,8,16.94,Min
Alabama,1990,9,10.17,Min
Alabama,1990,10,5.33,Min
Alabama,1990,11,4.33,Min
Alabama,1991,0,3.11,Min
Alabama,1991,1,4.06,Min
Alabama,1991,2,7.0,Min
Alabama,1991,3,12.89,Min
Alabama,1991,4,17.94,Min
Alabama,1991,5,19.33,Min
Alabama,1991,6,21.28,Min
Alabama,1991,7,20.22,Min
Alabama,1991,8,16.94,Min
Alabama,1991,9,10.61,Min
Alabama,1991,10,3.17,Min
Alabama,1991,11,3.78,Min
Alabama,1992,0,1.06,Min
Alabama,1992,1,4.06,Min
Alabama,1992,2,5.56,Min
Alabama,1992,3,9.17,Min
Alabama,1992,4,12.78,Min
Alabama,1992,5,17.94,Min
Alabama,1992,6,21.0,Min
Alabama,1992,7,18.89,Min
Alabama,1992,8,17.67,Min
Alabama,1992,9,9.67,Min
Alabama,1992,10,5.33,Min
Alabama,1992,11,3.5,Min
Alabama,1993,0,4.22,Min
Alabama,1993,1,1.5,Min
Alabama,1993,2,4.67,Min
Alabama,1993,3,7.72,Min
Alabama,1993,4,14.06,Min
Alabama,1993,5,18.94,Min
Alabama,1993,6,21.39,Min
Alabama,1993,7,20.72,Min
Alabama,1993,8,16.78,Min
Alabama,1993,9,10.44,Min
Alabama,1993,10,4.0,Min
Alabama,1993,11,1.61,Min
Alabama,1994,0,-0.67,Min
Alabama,1994,1,3.5,Min
Alabama,1994,2,5.72,Min
Alabama,1994,3,10.72,Min
Alabama,1994,4,13.44,Min
Alabama,1994,5,20.11,Min
Alabama,1994,6,20.28,Min
Alabama,1994,7,19.33,Min
Alabama,1994,8,16.11,Min
Alabama,1994,9,12.33,Min
Alabama,1994,10,8.0,Min
Alabama,1994,11,4.44,Min
Alabama,1995,0,1.61,Min
Alabama,1995,1,2.22,Min
Alabama,1995,2,8.28,Min
Alabama,1995,3,9.89,Min
Alabama,1995,4,15.83,Min
Alabama,1995,5,17.61,Min
Alabama,1995,6,20.83,Min
Alabama,1995,7,22.0,Min
Alabama,1995,8,16.67,Min
Alabama,1995,9,10.78,Min
Alabama,1995,10,3.06,Min
Alabama,1995,11,1.17,Min
Alabama,1996,0,-0.17,Min
Alabama,1996,1,1.89,Min
Alabama,1996,2,3.89,Min
Alabama,1996,3,7.94,Min
Alabama,1996,4,15.83,Min
Alabama,1996,5,18.89,Min
Alabama,1996,6,20.56,Min
Alabama,1996,7,19.83,Min
Alabama,1996,8,16.28,Min
Alabama,1996,9,10.5,Min
Alabama,1996,10,5.28,Min
Alabama,1996,11,3.17,Min
Alabama,1997,0,2.11,Min
Alabama,1997,1,4.89,Min
Alabama,1997,2,9.11,Min
Alabama,1997,3,7.83,Min
Alabama,1997,4,12.83,Min
Alabama,1997,5,18.33,Min
Alabama,1997,6,21.11,Min
Alabama,1997,7,19.44,Min
Alabama,1997,8,16.89,Min
Alabama,1997,9,10.28,Min
Alabama,1997,10,4.0,Min
Alabama,1997,11,1.5,Min
Alabama,1998,0,3.22,Min
Alabama,1998,1,3.72,Min
Alabama,1998,2,5.61,Min
Alabama,1998,3,9.83,Min
Alabama,1998,4,16.0,Min
Alabama,1998,5,20.56,Min
Alabama,1998,6,22.06,Min
Alabama,1998,7,20.39,Min
Alabama,1998,8,19.17,Min
Alabama,1998,9,12.0,Min
Alabama,1998,10,7.89,Min
Alabama,1998,11,5.56,Min
Alabama,1999,0,3.0,Min
Alabama,1999,1,4.39,Min
Alabama,1999,2,4.17,Min
Alabama,1999,3,12.72,Min
Alabama,1999,4,13.67,Min
Alabama,1999,5,19.5,Min
Alabama,1999,6,21.39,Min
Alabama,1999,7,20.83,Min
Alabama,1999,8,15.44,Min
Alabama,1999,9,10.28,Min
Alabama,1999,10,5.67,Min
Alabama,1999,11,1.44,Min
Alabama,2000,0,2.17,Min
Alabama,2000,1,3.56,Min
Alabama,2000,2,7.56,Min
Alabama,2000,3,8.22,Min
Alabama,2000,4,16.44,Min
Alabama,2000,5,18.72,Min
Alabama,2000,6,20.5,Min
Alabama,2000,7,20.11,Min
Alabama,2000,8,17.0,Min
Alabama,2000,9,9.78,Min
Alabama,2000,10,5.56,Min
Alabama,2000,11,-1.89,Min
Alabama,2001,0,-1.17,Min
Alabama,2001,1,5.0,Min
Alabama,2001,2,5.06,Min
Alabama,2001,3,11.33,Min
Alabama,2001,4,14.33,Min
Alabama,2001,5,18.67,Min
Alabama,2001,6,20.78,Min
Alabama,2001,7,20.44,Min
Alabama,2001,8,16.22,Min
Alabama,2001,9,8.22,Min
Alabama,2001,10,6.72,Min
Alabama,2001,11,3.94,Min
Alabama,2002,0,1.83,Min
Alabama,2002,1,0.72,Min
Alabama,2002,2,5.33,Min
Alabama,2002,3,12.67,Min
Alabama,2002,4,14.56,Min
Alabama,2002,5,18.83,Min
Alabama,2002,6,21.0,Min
Alabama,2002,7,20.33,Min
Alabama,2002,8,19.83,Min
Alabama,2002,9,15.39,Min
Alabama,2002,10,4.39,Min
Alabama,2002,11,1.17,Min
Alabama,2003,0,-2.0,Min
Alabama,2003,1,2.89,Min
Alabama,2003,2,8.28,Min
Alabama,2003,3,10.44,Min
Alabama,2003,4,16.44,Min
Alabama,2003,5,18.72,Min
Alabama,2003,6,20.67,Min
Alabama,2003,7,21.06,Min
Alabama,2003,8,16.44,Min
Alabama,2003,9,10.61,Min
Alabama,2003,10,7.56,Min
Alabama,2003,11,-0.22,Min
Alabama,2004,0,0.33,Min
Alabama,2004,1,2.22,Min
Alabama,2004,2,7.44,Min
Alabama,2004,3,8.39,Min
Alabama,2004,4,16.28,Min
Alabama,2004,5,19.94,Min
Alabama,2004,6,20.44,Min
Alabama,2004,7,18.67,Min
Alabama,2004,8,17.72,Min
Alabama,2004,9,14.72,Min
Alabama,2004,10,8.89,Min
Alabama,2004,11,0.78,Min
Alabama,2005,0,3.39,Min
Alabama,2005,1,4.89,Min
Alabama,2005,2,5.39,Min
Alabama,2005,3,8.78,Min
Alabama,2005,4,12.94,Min
Alabama,2005,5,19.39,Min
Alabama,2005,6,21.78,Min
Alabama,2005,7,21.67,Min
Alabama,2005,8,18.44,Min
Alabama,2005,9,10.61,Min
Alabama,2005,10,5.94,Min
Alabama,2005,11,-0.39,Min
Alabama,2006,0,4.0,Min
Alabama,2006,1,1.56,Min
Alabama,2006,2,6.11,Min
Alabama,2006,3,12.06,Min
Alabama,2006,4,14.72,Min
Alabama,2006,5,18.17,Min
Alabama,2006,6,21.0,Min
Alabama,2006,7,21.67,Min
Alabama,2006,8,15.94,Min
Alabama,2006,9,9.33,Min
Alabama,2006,10,4.33,Min
Alabama,2006,11,2.72,Min
Alabama,2007,0,2.44,Min
Alabama,2007,1,0.06,Min
Alabama,2007,2,7.44,Min
Alabama,2007,3,8.22,Min
Alabama,2007,4,13.89,Min
Alabama,2007,5,18.78,Min
Alabama,2007,6,20.67,Min
Alabama,2007,7,22.17,Min
Alabama,2007,8,18.06,Min
Alabama,2007,9,12.56,Min
Alabama,2007,10,4.39,Min
Alabama,2007,11,4.78,Min
Alabama,2008,0,0.06,Min
Alabama,2008,1,2.28,Min
Alabama,2008,2,5.11,Min
Alabama,2008,3,10.33,Min
Alabama,2008,4,14.72,Min
Alabama,2008,5,19.33,Min
Alabama,2008,6,20.22,Min
Alabama,2008,7,20.22,Min
Alabama,2008,8,17.89,Min
Alabama,2008,9,10.0,Min
Alabama,2008,10,3.06,Min
Alabama,2008,11,3.94,Min
Alabama,2009,0,1.0,Min
Alabama,2009,1,1.56,Min
Alabama,2009,2,7.56,Min
Alabama,2009,3,9.22,Min
Alabama,2009,4,16.78,Min
Alabama,2009,5,20.0,Min
Alabama,2009,6,19.61,Min
Alabama,2009,7,20.06,Min
Alabama,2009,8,19.22,Min
Alabama,2009,9,11.61,Min
Alabama,2009,10,5.11,Min
Alabama,2009,11,1.94,Min
Alabama,2010,0,-1.56,Min
Alabama,2010,1,-0.94,Min
Alabama,2010,2,4.28,Min
Alabama,2010,3,9.83,Min
Alabama,2010,4,16.83,Min
Alabama,2010,5,21.17,Min
Alabama,2010,6,22.17,Min
Alabama,2010,7,22.56,Min
Alabama,2010,8,17.28,Min
Alabama,2010,9,9.11,Min
Alabama,2010,10,5.72,Min
Alabama,2010,11,-1.72,Min
Alabama,2011,0,-1.0,Min
Alabama,2011,1,2.89,Min
Alabama,2011,2,7.56,Min
Alabama,2011,3,11.44,Min
Alabama,2011,4,13.78,Min
Alabama,2011,5,20.28,Min
Alabama,2011,6,21.89,Min
Alabama,2011,7,20.78,Min
Alabama,2011,8,16.06,Min
Alabama,2011,9,8.11,Min
Alabama,2011,10,6.17,Min
Alabama,2011,11,3.56,Min
Alabama,2012,0,3.33,Min
Alabama,2012,1,5.44,Min
Alabama,2012,2,11.56,Min
Alabama,2012,3,11.33,Min
Alabama,2012,4,16.33,Min
Alabama,2012,5,18.5,Min
Alabama,2012,6,21.61,Min
Alabama,2012,7,20.17,Min
Alabama,2012,8,16.61,Min
Alabama,2012,9,10.0,Min
Alabama,2012,10,2.78,Min
Alabama,2012,11,4.44,Min
Alabama,2013,0,4.61,Min
Alabama,2013,1,2.89,Min
Alabama,2013,2,2.89,Min
Alabama,2013,3,10.0,Min
Alabama,2013,4,13.78,Min
Alabama,2013,5,20.11,Min
Alabama,2013,6,20.67,Min
Alabama,2013,7,20.33,Min
Alabama,2013,8,17.67,Min
Alabama,2013,9,11.94,Min
Alabama,2013,10,4.44,Min
Alabama,2013,11,3.11,Min
Alabama,2014,0,-4.06,Min
Alabama,2014,1,2.17,Min
Alabama,2014,2,4.22,Min
Alabama,2014,3,10.06,Min
Alabama,2014,4,14.56,Min
Alabama,2014,5,19.94,Min
Alabama,2014,6,19.56,Min
Alabama,2014,7,19.94,Min
Alabama,2014,8,18.72,Min
Alabama,2014,9,11.11,Min
Alabama,2014,10,1.83,Min
Alabama,2014,11,4.33,Min
Alabama,2015,0,0.28,Min
Alabama,2015,1,-1.11,Min
Alabama,2015,2,8.22,Min
Alabama,2015,3,13.06,Min
Alabama,2015,4,15.56,Min
Alabama,2015,5,20.11,Min
Alabama,2015,6,21.78,Min
Alabama,2015,7,20.11,Min
Alabama,2015,8,17.56,Min
Alabama,2015,9,11.89,Min
Alabama,2015,10,9.5,Min
Alabama,2015,11,8.33,Min
Alabama,2016,0,0.33,Min
Alabama,2016,1,3.44,Min
Alabama,2016,2,8.83,Min
Alabama,2016,3,10.72,Min
Alabama,2016,4,14.72,Min
Alabama,2016,5,19.72,Min
Alabama,2016,6,21.72,Min
Alabama,2016,7,22.06,Min
Alabama,2016,8,19.06,Min
Alabama,2016,9,12.0,Min
Alabama,2016,10,5.89,Min
Alabama,2016,11,4.22,Min
Alabama,2017,0,5.56,Min
Alabama,2017,1,6.28,Min
Alabama,2017,2,7.83,Min
Alabama,2017,3,12.22,Min
Alabama,2017,4,14.39,Min
Alabama,2017,5,19.33,Min
Alabama,2017,6,21.39,Min
Alabama,2017,7,20.78,Min
Alabama,2017,8,16.89,Min
Alabama,2017,9,12.44,Min
Alabama,2017,10,6.17,Min
Alabama,2017,11,2.78,Min
Alabama,2018,0,-1.67,Min
Alabama,2018,1,8.83,Min
Alabama,2018,2,6.22,Min
Alabama,2018,3,7.89,Min
Alabama,2018,4,17.06,Min
Alabama,2018,5,20.39,Min
Alabama,2018,6,21.56,Min
Alabama,2018,7,20.78,Min
Alabama,2018,8,20.89,Min
Alabama,2018,9,13.72,Min
Alabama,2018,10,4.5,Min
Alabama,2018,11,4.44,Min
Alabama,2019,0,2.5,Min
Alabama,2019,1,7.89,Min
Alabama,2019,2,6.17,Min
Alabama,2019,3,10.44,Min
Alabama,2019,4,16.94,Min
Alabama,2019,5,19.67,Min
Alabama,2019,6,21.22,Min
Alabama,2019,7,20.94,Min
Alabama,2019,8,19.44,Min
Alabama,2019,9,13.83,Min
Alabama,2019,10,3.06,Min
Alabama,2019,11,5.22,Min
Alabama,2020,0,4.0,Min
Alabama,2020,1,4.83,Min
Alabama,2020,2,11.78,Min
Alabama,2020,3,9.67,Min
Alabama,2020,4,13.89,Min
Alabama,2020,5,19.28,Min
Alabama,2020,6,21.67,Min
Alabama,2020,7,21.33,Min
Alabama,2020,8,18.33,Min
Alabama,2020,9,13.22,Min
Alabama,2020,10,8.0,Min
Alabama,2020,11,1.0,Min
Alabama,2021,0,2.61,Min
Alabama,2021,1,2.11,Min
Alabama,2021,2,8.72,Min
Alabama,2021,3,9.28,Min
Alabama,2021,4,14.28,Min
Alabama,2021,5,19.56,Min
Alabama,2021,6,21.17,Min
Alabama,2021,7,21.44,Min
Alabama,2021,8,17.89,Min
Alabama,2021,9,13.83,Min
Alabama,2021,10,3.78,Min
Alabama,2021,11,7.61,Min
Alabama,2022,0,0.0,Min
Alabama,2022,1,2.94,Min
Alabama,2022,2,6.5,Min
Alabama,2022,3,9.78,Min
Alabama,2022,4,16.83,Min
Alabama,2022,5,20.5,Min
Alabama,2022,6,22.11,Min
Alabama,2022,7,21.28,Min
Alabama,2022,8,16.83,Min
Alabama,2022,9,8.33,Min
Alabama,2022,10,6.56,Min
Alabama,2022,11,4.17,Min
Alabama,2023,0,4.72,Min
Alabama,2023,1,7.5,Min
Alabama,2023,2,7.89,Min
Alabama,2023,3,10.61,Min
Alabama,2023,4,15.11,Min
Alabama,2023,5,18.61,Min
Alabama,2023,6,21.44,Min
Alabama,2023,7,21.44,Min
Alabama,2023,8,17.83,Min
Alabama,2023,9,11.44,Min
Alabama,2023,10,5.89,Min
Alabama,2023,11,3.0,Min
Alabama,2024,0,0.06,Min
Alabama,2024,1,4.22,Min
Alabama,2024,2,8.0,Min
Alabama,2024,3,11.17,Min
Alabama,2024,4,17.5,Min
Alabama,2024,5,19.78,Min
Alabama,2024,6,22.06,Min
Alabama,2024,7,20.44,Min
Alabama,2024,8,18.78,Min
Alabama,2024,9,11.28,Min
Alabama,2024,10,10.67,Min
Alabama,2024,11,-73.28,Min
Alabama,1895,0,11.5,Max
Alabama,1895,1,8.94,Max
Alabama,1895,2,19.17,Max
Alabama,1895,3,24.28,Max
Alabama,1895,4,27.0,Max
Alabama,1895,5,31.33,Max
Alabama,1895,6,32.0,Max
Alabama,1895,7,32.06,Max
Alabama,1895,8,31.72,Max
Alabama,1895,9,23.44,Max
Alabama,1895,10,18.39,Max
Alabama,1895,11,13.94,Max
Alabama,1896,0,11.67,Max
Alabama,1896,1,15.0,Max
Alabama,1896,2,17.72,Max
Alabama,1896,3,27.0,Max
Alabama,1896,4,31.0,Max
Alabama,1896,5,31.06,Max
Alabama,1896,6,33.11,Max
Alabama,1896,7,34.44,Max
Alabama,1896,8,31.78,Max
Alabama,1896,9,24.33,Max
Alabama,1896,10,20.5,Max
Alabama,1896,11,14.28,Max
Alabama,1897,0,11.17,Max
Alabama,1897,1,16.11,Max
Alabama,1897,2,21.06,Max
Alabama,1897,3,23.78,Max
Alabama,1897,4,27.89,Max
Alabama,1897,5,34.44,Max
Alabama,1897,6,33.78,Max
Alabama,1897,7,31.94,Max
Alabama,1897,8,31.5,Max
Alabama,1897,9,27.22,Max
Alabama,1897,10,19.5,Max
Alabama,1897,11,14.44,Max
Alabama,1898,0,15.06,Max
Alabama,1898,1,14.44,Max
Alabama,1898,2,21.06,Max
Alabama,1898,3,21.67,Max
Alabama,1898,4,31.11,Max
Alabama,1898,5,33.72,Max
Alabama,1898,6,32.5,Max
Alabama,1898,7,31.33,Max
Alabama,1898,8,29.67,Max
Alabama,1898,9,22.39,Max
Alabama,1898,10,16.11,Max
Alabama,1898,11,12.39,Max
Alabama,1899,0,12.44,Max
Alabama,1899,1,10.78,Max
Alabama,1899,2,19.89,Max
Alabama,1899,3,22.56,Max
Alabama,1899,4,31.44,Max
Alabama,1899,5,33.5,Max
Alabama,1899,6,33.28,Max
Alabama,1899,7,33.33,Max
Alabama,1899,8,30.17,Max
Alabama,1899,9,25.61,Max
Alabama,1899,10,19.89,Max
Alabama,1899,11,13.11,Max
Alabama,1900,0,12.94,Max
Alabama,1900,1,13.56,Max
Alabama,1900,2,18.06,Max
Alabama,1900,3,24.83,Max
Alabama,1900,4,29.11,Max
Alabama,1900,5,29.56,Max
Alabama,1900,6,32.56,Max
Alabama,1900,7,34.17,Max
Alabama,1900,8,31.72,Max
Alabama,1900,9,25.67,Max
Alabama,1900,10,19.11,Max
Alabama,1900,11,14.11,Max
Alabama,1901,0,14.17,Max
Alabama,1901,1,12.17,Max
Alabama,1901,2,18.61,Max
Alabama,1901,3,21.11,Max
Alabama,1901,4,28.89,Max
Alabama,1901,5,32.83,Max
Alabama,1901,6,35.06,Max
Alabama,1901,7,32.0,Max
Alabama,1901,8,28.72,Max
Alabama,1901,9,24.56,Max
Alabama,1901,10,17.06,Max
Alabama,1901,11,12.0,Max
Alabama,1902,0,13.0,Max
Alabama,1902,1,10.5,Max
Alabama,1902,2,19.0,Max
Alabama,1902,3,23.83,Max
Alabama,1902,4,31.28,Max
Alabama,1902,5,34.78,Max
Alabama,1902,6,35.61,Max
Alabama,1902,7,34.78,Max
Alabama,1902,8,29.33,Max
Alabama,1902,9,24.22,Max
Alabama,1902,10,20.67,Max
Alabama,1902,11,13.11,Max
Alabama,1903,0,11.94,Max
Alabama,1903,1,15.28,Max
Alabama,1903,2,20.22,Max
Alabama,1903,3,23.33,Max
Alabama,1903,4,27.22,Max
Alabama,1903,5,29.5,Max
Alabama,1903,6,33.33,Max
Alabama,1903,7,33.22,Max
Alabama,1903,8,30.39,Max
Alabama,1903,9,25.0,Max
Alabama,1903,10,16.94,Max
Alabama,1903,11,11.56,Max
Alabama,1904,0,11.44,Max
Alabama,1904,1,15.67,Max
Alabama,1904,2,21.28,Max
Alabama,1904,3,22.61,Max
Alabama,1904,4,29.0,Max
Alabama,1904,5,32.94,Max
Alabama,1904,6,32.56,Max
Alabama,1904,7,32.0,Max
Alabama,1904,8,32.39,Max
Alabama,1904,9,26.72,Max
Alabama,1904,10,18.28,Max
Alabama,1904,11,13.89,Max
Alabama,1905,0,9.89,Max
Alabama,1905,1,9.72,Max
Alabama,1905,2,22.0,Max
Alabama,1905,3,24.28,Max
Alabama,1905,4,29.67,Max
Alabama,1905,5,33.0,Max
Alabama,1905,6,32.83,Max
Alabama,1905,7,32.11,Max
Alabama,1905,8,31.22,Max
Alabama,1905,9,23.56,Max
Alabama,1905,10,20.0,Max
Alabama,1905,11,11.44,Max
Alabama,1906,0,14.0,Max
Alabama,1906,1,14.5,Max
Alabama,1906,2,16.61,Max
Alabama,1906,3,26.17,Max
Alabama,1906,4,27.83,Max
Alabama,1906,5,32.83,Max
Alabama,1906,6,32.17,Max
Alabama,1906,7,33.17,Max
Alabama,1906,8,31.44,Max
Alabama,1906,9,22.56,Max
Alabama,1906,10,20.44,Max
Alabama,1906,11,15.78,Max
Alabama,1907,0,18.33,Max
Alabama,1907,1,15.89,Max
Alabama,1907,2,25.17,Max
Alabama,1907,3,21.11,Max
Alabama,1907,4,26.22,Max
Alabama,1907,5,31.22,Max
Alabama,1907,6,33.78,Max
Alabama,1907,7,33.61,Max
Alabama,1907,8,30.44,Max
Alabama,1907,9,24.94,Max
Alabama,1907,10,17.11,Max
Alabama,1907,11,13.06,Max
Alabama,1908,0,12.56,Max
Alabama,1908,1,12.89,Max
Alabama,1908,2,23.67,Max
Alabama,1908,3,26.5,Max
Alabama,1908,4,28.89,Max
Alabama,1908,5,32.44,Max
Alabama,1908,6,33.28,Max
Alabama,1908,7,33.0,Max
Alabama,1908,8,30.56,Max
Alabama,1908,9,24.06,Max
Alabama,1908,10,21.28,Max
Alabama,1908,11,16.44,Max
Alabama,1909,0,16.11,Max
Alabama,1909,1,17.33,Max
Alabama,1909,2,19.89,Max
Alabama,1909,3,24.22,Max
Alabama,1909,4,27.44,Max
Alabama,1909,5,31.67,Max
Alabama,1909,6,33.06,Max
Alabama,1909,7,33.78,Max
Alabama,1909,8,30.72,Max
Alabama,1909,9,26.17,Max
Alabama,1909,10,23.78,Max
Alabama,1909,11,11.17,Max
Alabama,1910,0,14.22,Max
Alabama,1910,1,13.83,Max
Alabama,1910,2,24.0,Max
Alabama,1910,3,24.33,Max
Alabama,1910,4,27.72,Max
Alabama,1910,5,30.5,Max
Alabama,1910,6,31.56,Max
Alabama,1910,7,32.89,Max
Alabama,1910,8,32.39,Max
Alabama,1910,9,26.39,Max
Alabama,1910,10,17.83,Max
Alabama,1910,11,11.78,Max
Alabama,1911,0,16.28,Max
Alabama,1911,1,18.56,Max
Alabama,1911,2,21.72,Max
Alabama,1911,3,23.83,Max
Alabama,1911,4,30.33,Max
Alabama,1911,5,34.39,Max
Alabama,1911,6,31.72,Max
Alabama,1911,7,32.11,Max
Alabama,1911,8,33.61,Max
Alabama,1911,9,26.89,Max
Alabama,1911,10,17.0,Max
Alabama,1911,11,15.61,Max
Alabama,1912,0,10.78,Max
Alabama,1912,1,12.83,Max
Alabama,1912,2,17.56,Max
Alabama,1912,3,24.44,Max
Alabama,1912,4,29.33,Max
Alabama,1912,5,29.89,Max
Alabama,1912,6,32.33,Max
Alabama,1912,7,32.33,Max
Alabama,1912,8,30.83,Max
Alabama,1912,9,25.33,Max
Alabama,1912,10,18.22,Max
Alabama,1912,11,13.83,Max
Alabama,1913,0,16.94,Max
Alabama,1913,1,14.56,Max
Alabama,1913,2,19.17,Max
Alabama,1913,3,23.89,Max
Alabama,1913,4,29.22,Max
Alabama,1913,5,32.83,Max
Alabama,1913,6,33.72,Max
Alabama,1913,7,34.11,Max
Alabama,1913,8,28.89,Max
Alabama,1913,9,23.28,Max
Alabama,1913,10,21.17,Max
Alabama,1913,11,14.0,Max
Alabama,1914,0,14.89,Max
Alabama,1914,1,14.11,Max
Alabama,1914,2,16.78,Max
Alabama,1914,3,24.83,Max
Alabama,1914,4,29.67,Max
Alabama,1914,5,35.78,Max
Alabama,1914,6,34.39,Max
Alabama,1914,7,32.0,Max
Alabama,1914,8,29.17,Max
Alabama,1914,9,23.78,Max
Alabama,1914,10,18.78,Max
Alabama,1914,11,10.83,Max
Alabama,1915,0,11.83,Max
Alabama,1915,1,14.94,Max
Alabama,1915,2,14.5,Max
Alabama,1915,3,26.11,Max
Alabama,1915,4,30.06,Max
Alabama,1915,5,32.67,Max
Alabama,1915,6,33.44,Max
Alabama,1915,7,32.28,Max
Alabama,1915,8,31.39,Max
Alabama,1915,9,25.56,Max
Alabama,1915,10,21.33,Max
Alabama,1915,11,14.44,Max
Alabama,1916,0,17.0,Max
Alabama,1916,1,15.5,Max
Alabama,1916,2,19.5,Max
Alabama,1916,3,23.72,Max
Alabama,1916,4,30.11,Max
Alabama,1916,5,31.67,Max
Alabama,1916,6,30.72,Max
Alabama,1916,7,32.94,Max
Alabama,1916,8,30.33,Max
Alabama,1916,9,25.56,Max
Alabama,1916,10,20.28,Max
Alabama,1916,11,14.56,Max
Alabama,1917,0,15.56,Max
Alabama,1917,1,16.06,Max
Alabama,1917,2,20.39,Max
Alabama,1917,3,25.28,Max
Alabama,1917,4,26.5,Max
Alabama,1917,5,32.72,Max
Alabama,1917,6,32.72,Max
Alabama,1917,7,31.94,Max
Alabama,1917,8,29.11,Max
Alabama,1917,9,23.0,Max
Alabama,1917,10,17.94,Max
Alabama,1917,11,10.5,Max
Alabama,1918,0,9.22,Max
Alabama,1918,1,18.44,Max
Alabama,1918,2,23.67,Max
Alabama,1918,3,22.11,Max
Alabama,1918,4,29.61,Max
Alabama,1918,5,33.44,Max
Alabama,1918,6,32.56,Max
Alabama,1918,7,33.56,Max
Alabama,1918,8,28.39,Max
