State,Year,Month,Value,Index
Alabama,1918,9,25.78,Max
Alabama,1918,10,18.06,Max
Alabama,1918,11,15.28,Max
Alabama,1919,0,13.5,Max
Alabama,1919,1,14.72,Max
Alabama,1919,2,20.56,Max
Alabama,1919,3,24.56,Max
Alabama,1919,4,26.56,Max
Alabama,1919,5,31.61,Max
Alabama,1919,6,32.28,Max
Alabama,1919,7,32.0,Max
Alabama,1919,8,31.22,Max
Alabama,1919,9,29.28,Max
Alabama,1919,10,20.56,Max
Alabama,1919,11,14.89,Max
Alabama,1920,0,13.78,Max
Alabama,1920,1,13.61,Max
Alabama,1920,2,17.61,Max
Alabama,1920,3,23.17,Max
Alabama,1920,4,27.17,Max
Alabama,1920,5,31.5,Max
Alabama,1920,6,32.28,Max
Alabama,1920,7,30.78,Max
Alabama,1920,8,31.06,Max
Alabama,1920,9,25.78,Max
Alabama,1920,10,17.39,Max
Alabama,1920,11,12.89,Max
Alabama,1921,0,16.17,Max
Alabama,1921,1,16.67,Max
Alabama,1921,2,24.39,Max
Alabama,1921,3,23.61,Max
Alabama,1921,4,27.94,Max
Alabama,1921,5,34.0,Max
Alabama,1921,6,33.83,Max
Alabama,1921,7,33.22,Max
Alabama,1921,8,34.0,Max
Alabama,1921,9,24.83,Max
Alabama,1921,10,21.17,Max
Alabama,1921,11,17.0,Max
Alabama,1922,0,13.0,Max
Alabama,1922,1,17.94,Max
Alabama,1922,2,19.22,Max
Alabama,1922,3,25.44,Max
Alabama,1922,4,27.83,Max
Alabama,1922,5,32.17,Max
Alabama,1922,6,32.83,Max
Alabama,1922,7,32.44,Max
Alabama,1922,8,32.22,Max
Alabama,1922,9,25.0,Max
Alabama,1922,10,20.56,Max
Alabama,1922,11,17.61,Max
Alabama,1923,0,17.11,Max
Alabama,1923,1,14.28,Max
Alabama,1923,2,19.28,Max
Alabama,1923,3,23.78,Max
Alabama,1923,4,26.56,Max
Alabama,1923,5,30.78,Max
Alabama,1923,6,31.89,Max
Alabama,1923,7,31.39,Max
Alabama,1923,8,30.94,Max
Alabama,1923,9,24.44,Max
Alabama,1923,10,17.61,Max
Alabama,1923,11,17.11,Max
Alabama,1924,0,11.5,Max
Alabama,1924,1,14.44,Max
Alabama,1924,2,16.56,Max
Alabama,1924,3,23.78,Max
Alabama,1924,4,26.39,Max
Alabama,1924,5,32.56,Max
Alabama,1924,6,33.28,Max
Alabama,1924,7,34.61,Max
Alabama,1924,8,28.67,Max
Alabama,1924,9,26.17,Max
Alabama,1924,10,20.94,Max
Alabama,1924,11,14.72,Max
Alabama,1925,0,14.0,Max
Alabama,1925,1,17.94,Max
Alabama,1925,2,21.56,Max
Alabama,1925,3,27.11,Max
Alabama,1925,4,28.11,Max
Alabama,1925,5,34.06,Max
Alabama,1925,6,34.22,Max
Alabama,1925,7,34.06,Max
Alabama,1925,8,36.0,Max
Alabama,1925,9,24.33,Max
Alabama,1925,10,17.33,Max
Alabama,1925,11,13.17,Max
Alabama,1926,0,12.11,Max
Alabama,1926,1,16.72,Max
Alabama,1926,2,15.44,Max
Alabama,1926,3,23.33,Max
Alabama,1926,4,28.56,Max
Alabama,1926,5,31.89,Max
Alabama,1926,6,32.72,Max
Alabama,1926,7,32.44,Max
Alabama,1926,8,32.11,Max
Alabama,1926,9,25.72,Max
Alabama,1926,10,16.39,Max
Alabama,1926,11,16.56,Max
Alabama,1927,0,15.28,Max
Alabama,1927,1,20.39,Max
Alabama,1927,2,19.67,Max
Alabama,1927,3,26.56,Max
Alabama,1927,4,29.33,Max
Alabama,1927,5,31.28,Max
Alabama,1927,6,33.56,Max
Alabama,1927,7,32.11,Max
Alabama,1927,8,32.67,Max
Alabama,1927,9,27.5,Max
Alabama,1927,10,21.89,Max
Alabama,1927,11,13.89,Max
Alabama,1928,0,13.33,Max
Alabama,1928,1,15.0,Max
Alabama,1928,2,19.5,Max
Alabama,1928,3,21.89,Max
Alabama,1928,4,27.5,Max
Alabama,1928,5,30.0,Max
Alabama,1928,6,33.0,Max
Alabama,1928,7,33.11,Max
Alabama,1928,8,29.33,Max
Alabama,1928,9,26.33,Max
Alabama,1928,10,18.06,Max
Alabama,1928,11,14.61,Max
Alabama,1929,0,15.5,Max
Alabama,1929,1,13.56,Max
Alabama,1929,2,21.39,Max
Alabama,1929,3,25.61,Max
Alabama,1929,4,27.83,Max
Alabama,1929,5,31.39,Max
Alabama,1929,6,33.0,Max
Alabama,1929,7,33.89,Max
Alabama,1929,8,29.39,Max
Alabama,1929,9,23.56,Max
Alabama,1929,10,17.0,Max
Alabama,1929,11,13.44,Max
Alabama,1930,0,13.17,Max
Alabama,1930,1,18.78,Max
Alabama,1930,2,17.11,Max
Alabama,1930,3,26.0,Max
Alabama,1930,4,29.11,Max
Alabama,1930,5,32.17,Max
Alabama,1930,6,36.06,Max
Alabama,1930,7,33.17,Max
Alabama,1930,8,30.5,Max
Alabama,1930,9,23.11,Max
Alabama,1930,10,17.0,Max
Alabama,1930,11,11.28,Max
Alabama,1931,0,12.94,Max
Alabama,1931,1,16.44,Max
Alabama,1931,2,15.94,Max
Alabama,1931,3,23.33,Max
Alabama,1931,4,27.06,Max
Alabama,1931,5,34.33,Max
Alabama,1931,6,33.61,Max
Alabama,1931,7,31.67,Max
Alabama,1931,8,33.44,Max
Alabama,1931,9,27.17,Max
Alabama,1931,10,22.78,Max
Alabama,1931,11,17.56,Max
Alabama,1932,0,16.94,Max
Alabama,1932,1,20.0,Max
Alabama,1932,2,17.22,Max
Alabama,1932,3,25.11,Max
Alabama,1932,4,27.39,Max
Alabama,1932,5,32.22,Max
Alabama,1932,6,34.22,Max
Alabama,1932,7,32.83,Max
Alabama,1932,8,29.28,Max
Alabama,1932,9,23.72,Max
Alabama,1932,10,15.83,Max
Alabama,1932,11,14.94,Max
Alabama,1933,0,16.44,Max
Alabama,1933,1,14.83,Max
Alabama,1933,2,19.67,Max
Alabama,1933,3,23.17,Max
Alabama,1933,4,30.94,Max
Alabama,1933,5,33.22,Max
Alabama,1933,6,31.83,Max
Alabama,1933,7,32.67,Max
Alabama,1933,8,33.11,Max
Alabama,1933,9,25.61,Max
Alabama,1933,10,19.5,Max
Alabama,1933,11,19.17,Max
Alabama,1934,0,14.78,Max
Alabama,1934,1,13.56,Max
Alabama,1934,2,18.83,Max
Alabama,1934,3,24.5,Max
Alabama,1934,4,28.33,Max
Alabama,1934,5,32.83,Max
Alabama,1934,6,33.33,Max
Alabama,1934,7,32.44,Max
Alabama,1934,8,30.28,Max
Alabama,1934,9,25.83,Max
Alabama,1934,10,20.22,Max
Alabama,1934,11,12.94,Max
Alabama,1935,0,14.39,Max
Alabama,1935,1,15.72,Max
Alabama,1935,2,22.33,Max
Alabama,1935,3,23.89,Max
Alabama,1935,4,28.78,Max
Alabama,1935,5,31.28,Max
Alabama,1935,6,33.28,Max
Alabama,1935,7,33.22,Max
Alabama,1935,8,30.11,Max
Alabama,1935,9,26.67,Max
Alabama,1935,10,18.94,Max
Alabama,1935,11,9.67,Max
Alabama,1936,0,12.33,Max
Alabama,1936,1,13.22,Max
Alabama,1936,2,21.89,Max
Alabama,1936,3,23.11,Max
Alabama,1936,4,29.83,Max
Alabama,1936,5,34.78,Max
Alabama,1936,6,33.67,Max
Alabama,1936,7,33.06,Max
Alabama,1936,8,31.83,Max
Alabama,1936,9,25.67,Max
Alabama,1936,10,17.83,Max
Alabama,1936,11,14.72,Max
Alabama,1937,0,18.33,Max
Alabama,1937,1,14.61,Max
Alabama,1937,2,18.17,Max
Alabama,1937,3,24.33,Max
Alabama,1937,4,29.11,Max
Alabama,1937,5,32.94,Max
Alabama,1937,6,32.94,Max
Alabama,1937,7,32.94,Max
Alabama,1937,8,29.0,Max
Alabama,1937,9,22.78,Max
Alabama,1937,10,16.33,Max
Alabama,1937,11,13.28,Max
Alabama,1938,0,13.78,Max
Alabama,1938,1,18.89,Max
Alabama,1938,2,23.28,Max
Alabama,1938,3,24.0,Max
Alabama,1938,4,28.89,Max
Alabama,1938,5,31.22,Max
Alabama,1938,6,32.33,Max
Alabama,1938,7,33.67,Max
Alabama,1938,8,30.67,Max
Alabama,1938,9,26.94,Max
Alabama,1938,10,20.33,Max
Alabama,1938,11,14.28,Max
Alabama,1939,0,15.78,Max
Alabama,1939,1,17.33,Max
Alabama,1939,2,21.28,Max
Alabama,1939,3,23.33,Max
Alabama,1939,4,27.5,Max
Alabama,1939,5,31.44,Max
Alabama,1939,6,33.0,Max
Alabama,1939,7,31.28,Max
Alabama,1939,8,31.17,Max
Alabama,1939,9,26.17,Max
Alabama,1939,10,17.83,Max
Alabama,1939,11,15.56,Max
Alabama,1940,0,6.11,Max
Alabama,1940,1,12.39,Max
Alabama,1940,2,19.06,Max
Alabama,1940,3,22.67,Max
Alabama,1940,4,27.61,Max
Alabama,1940,5,30.89,Max
Alabama,1940,6,31.0,Max
Alabama,1940,7,32.61,Max
Alabama,1940,8,30.28,Max
Alabama,1940,9,26.61,Max
Alabama,1940,10,18.33,Max
Alabama,1940,11,15.61,Max
Alabama,1941,0,14.39,Max
Alabama,1941,1,11.83,Max
Alabama,1941,2,15.89,Max
Alabama,1941,3,25.17,Max
Alabama,1941,4,30.44,Max
Alabama,1941,5,32.0,Max
Alabama,1941,6,32.22,Max
Alabama,1941,7,32.67,Max
Alabama,1941,8,31.72,Max
Alabama,1941,9,28.33,Max
Alabama,1941,10,18.94,Max
Alabama,1941,11,15.5,Max
Alabama,1942,0,13.06,Max
Alabama,1942,1,12.0,Max
Alabama,1942,2,18.78,Max
Alabama,1942,3,25.72,Max
Alabama,1942,4,28.61,Max
Alabama,1942,5,31.78,Max
Alabama,1942,6,33.0,Max
Alabama,1942,7,31.39,Max
Alabama,1942,8,29.06,Max
Alabama,1942,9,25.61,Max
Alabama,1942,10,20.83,Max
Alabama,1942,11,14.67,Max
Alabama,1943,0,15.06,Max
Alabama,1943,1,17.11,Max
Alabama,1943,2,18.06,Max
Alabama,1943,3,24.61,Max
Alabama,1943,4,29.83,Max
Alabama,1943,5,33.89,Max
Alabama,1943,6,33.5,Max
Alabama,1943,7,34.39,Max
Alabama,1943,8,28.39,Max
Alabama,1943,9,24.33,Max
Alabama,1943,10,18.83,Max
Alabama,1943,11,13.56,Max
Alabama,1944,0,13.5,Max
Alabama,1944,1,17.94,Max
Alabama,1944,2,20.06,Max
Alabama,1944,3,22.94,Max
Alabama,1944,4,29.5,Max
Alabama,1944,5,34.0,Max
Alabama,1944,6,33.22,Max
Alabama,1944,7,31.67,Max
Alabama,1944,8,29.89,Max
Alabama,1944,9,25.5,Max
Alabama,1944,10,18.56,Max
Alabama,1944,11,13.17,Max
Alabama,1945,0,13.33,Max
Alabama,1945,1,16.83,Max
Alabama,1945,2,24.17,Max
Alabama,1945,3,25.56,Max
Alabama,1945,4,27.22,Max
Alabama,1945,5,32.44,Max
Alabama,1945,6,32.33,Max
Alabama,1945,7,32.67,Max
Alabama,1945,8,31.44,Max
Alabama,1945,9,24.22,Max
Alabama,1945,10,20.11,Max
Alabama,1945,11,10.44,Max
Alabama,1946,0,13.56,Max
Alabama,1946,1,17.17,Max
Alabama,1946,2,22.11,Max
Alabama,1946,3,26.11,Max
Alabama,1946,4,27.11,Max
Alabama,1946,5,30.56,Max
Alabama,1946,6,31.17,Max
Alabama,1946,7,31.33,Max
Alabama,1946,8,28.17,Max
Alabama,1946,9,25.17,Max
Alabama,1946,10,21.06,Max
Alabama,1946,11,17.28,Max
Alabama,1947,0,14.67,Max
Alabama,1947,1,12.5,Max
Alabama,1947,2,15.94,Max
Alabama,1947,3,24.67,Max
Alabama,1947,4,27.5,Max
Alabama,1947,5,31.0,Max
Alabama,1947,6,31.72,Max
Alabama,1947,7,33.33,Max
Alabama,1947,8,30.94,Max
Alabama,1947,9,27.0,Max
Alabama,1947,10,16.5,Max
Alabama,1947,11,15.11,Max
Alabama,1948,0,9.89,Max
Alabama,1948,1,15.83,Max
Alabama,1948,2,20.39,Max
Alabama,1948,3,26.22,Max
Alabama,1948,4,29.17,Max
Alabama,1948,5,33.06,Max
Alabama,1948,6,33.11,Max
Alabama,1948,7,32.06,Max
Alabama,1948,8,28.72,Max
Alabama,1948,9,24.11,Max
Alabama,1948,10,19.33,Max
Alabama,1948,11,15.56,Max
Alabama,1949,0,17.22,Max
Alabama,1949,1,17.33,Max
Alabama,1949,2,18.78,Max
Alabama,1949,3,22.61,Max
Alabama,1949,4,29.44,Max
Alabama,1949,5,30.94,Max
Alabama,1949,6,32.39,Max
Alabama,1949,7,32.06,Max
Alabama,1949,8,28.67,Max
Alabama,1949,9,26.22,Max
Alabama,1949,10,19.17,Max
Alabama,1949,11,15.67,Max
Alabama,1950,0,20.22,Max
Alabama,1950,1,18.78,Max
Alabama,1950,2,17.94,Max
Alabama,1950,3,22.28,Max
Alabama,1950,4,29.44,Max
Alabama,1950,5,31.67,Max
Alabama,1950,6,31.11,Max
Alabama,1950,7,31.61,Max
Alabama,1950,8,27.89,Max
Alabama,1950,9,25.83,Max
Alabama,1950,10,17.11,Max
Alabama,1950,11,10.94,Max
Alabama,1951,0,14.94,Max
Alabama,1951,1,16.56,Max
Alabama,1951,2,19.56,Max
Alabama,1951,3,23.28,Max
Alabama,1951,4,29.17,Max
Alabama,1951,5,32.44,Max
Alabama,1951,6,33.61,Max
Alabama,1951,7,35.22,Max
Alabama,1951,8,30.56,Max
Alabama,1951,9,26.0,Max
Alabama,1951,10,16.28,Max
Alabama,1951,11,16.5,Max
Alabama,1952,0,17.22,Max
Alabama,1952,1,16.56,Max
Alabama,1952,2,18.83,Max
Alabama,1952,3,23.61,Max
Alabama,1952,4,29.06,Max
Alabama,1952,5,35.0,Max
Alabama,1952,6,35.44,Max
Alabama,1952,7,32.83,Max
Alabama,1952,8,28.89,Max
Alabama,1952,9,22.56,Max
Alabama,1952,10,18.67,Max
Alabama,1952,11,13.39,Max
Alabama,1953,0,15.89,Max
Alabama,1953,1,15.67,Max
Alabama,1953,2,21.11,Max
Alabama,1953,3,23.22,Max
Alabama,1953,4,29.56,Max
Alabama,1953,5,33.78,Max
Alabama,1953,6,32.33,Max
Alabama,1953,7,33.06,Max
Alabama,1953,8,30.72,Max
Alabama,1953,9,26.72,Max
Alabama,1953,10,19.22,Max
Alabama,1953,11,12.67,Max
Alabama,1954,0,14.83,Max
Alabama,1954,1,18.89,Max
Alabama,1954,2,18.72,Max
Alabama,1954,3,26.89,Max
Alabama,1954,4,25.72,Max
Alabama,1954,5,33.67,Max
Alabama,1954,6,34.89,Max
Alabama,1954,7,36.28,Max
Alabama,1954,8,33.89,Max
Alabama,1954,9,26.44,Max
Alabama,1954,10,17.72,Max
Alabama,1954,11,13.67,Max
Alabama,1955,0,12.67,Max
Alabama,1955,1,15.78,Max
Alabama,1955,2,22.0,Max
Alabama,1955,3,26.28,Max
Alabama,1955,4,30.0,Max
Alabama,1955,5,29.89,Max
Alabama,1955,6,32.5,Max
Alabama,1955,7,33.28,Max
Alabama,1955,8,31.78,Max
Alabama,1955,9,24.83,Max
Alabama,1955,10,18.44,Max
Alabama,1955,11,13.78,Max
Alabama,1956,0,11.94,Max
Alabama,1956,1,18.0,Max
Alabama,1956,2,19.72,Max
Alabama,1956,3,23.33,Max
Alabama,1956,4,29.78,Max
Alabama,1956,5,31.22,Max
Alabama,1956,6,33.0,Max
Alabama,1956,7,33.94,Max
Alabama,1956,8,29.83,Max
Alabama,1956,9,24.94,Max
Alabama,1956,10,18.11,Max
Alabama,1956,11,18.94,Max
Alabama,1957,0,14.89,Max
Alabama,1957,1,19.39,Max
Alabama,1957,2,17.61,Max
Alabama,1957,3,25.11,Max
Alabama,1957,4,28.39,Max
Alabama,1957,5,31.5,Max
Alabama,1957,6,32.72,Max
Alabama,1957,7,33.56,Max
Alabama,1957,8,28.56,Max
Alabama,1957,9,21.11,Max
Alabama,1957,10,18.61,Max
Alabama,1957,11,15.22,Max
Alabama,1958,0,10.11,Max
Alabama,1958,1,9.89,Max
Alabama,1958,2,16.28,Max
Alabama,1958,3,24.28,Max
Alabama,1958,4,28.44,Max
Alabama,1958,5,31.78,Max
Alabama,1958,6,31.78,Max
Alabama,1958,7,32.5,Max
Alabama,1958,8,30.33,Max
Alabama,1958,9,23.94,Max
Alabama,1958,10,20.5,Max
Alabama,1958,11,12.22,Max
Alabama,1959,0,13.22,Max
Alabama,1959,1,15.28,Max
Alabama,1959,2,18.17,Max
Alabama,1959,3,23.78,Max
Alabama,1959,4,29.5,Max
Alabama,1959,5,30.72,Max
Alabama,1959,6,32.83,Max
Alabama,1959,7,33.33,Max
Alabama,1959,8,29.5,Max
Alabama,1959,9,24.11,Max
Alabama,1959,10,18.11,Max
Alabama,1959,11,14.39,Max
Alabama,1960,0,12.0,Max
Alabama,1960,1,13.17,Max
Alabama,1960,2,13.5,Max
Alabama,1960,3,25.33,Max
Alabama,1960,4,27.17,Max
Alabama,1960,5,31.94,Max
Alabama,1960,6,34.11,Max
Alabama,1960,7,32.0,Max
Alabama,1960,8,29.56,Max
Alabama,1960,9,25.33,Max
Alabama,1960,10,19.44,Max
Alabama,1960,11,12.0,Max
Alabama,1961,0,10.22,Max
Alabama,1961,1,17.5,Max
Alabama,1961,2,20.67,Max
Alabama,1961,3,22.28,Max
Alabama,1961,4,26.83,Max
Alabama,1961,5,29.33,Max
Alabama,1961,6,31.78,Max
Alabama,1961,7,31.17,Max
Alabama,1961,8,30.0,Max
Alabama,1961,9,25.17,Max
Alabama,1961,10,19.44,Max
Alabama,1961,11,13.94,Max
Alabama,1962,0,11.61,Max
Alabama,1962,1,20.22,Max
Alabama,1962,2,16.83,Max
Alabama,1962,3,22.56,Max
Alabama,1962,4,32.11,Max
Alabama,1962,5,31.44,Max
Alabama,1962,6,33.89,Max
Alabama,1962,7,33.67,Max
Alabama,1962,8,30.33,Max
Alabama,1962,9,26.06,Max
Alabama,1962,10,17.22,Max
Alabama,1962,11,12.44,Max
Alabama,1963,0,10.33,Max
Alabama,1963,1,12.78,Max
Alabama,1963,2,22.11,Max
Alabama,1963,3,25.61,Max
Alabama,1963,4,28.94,Max
Alabama,1963,5,31.33,Max
Alabama,1963,6,31.61,Max
Alabama,1963,7,32.94,Max
Alabama,1963,8,29.67,Max
Alabama,1963,9,27.56,Max
Alabama,1963,10,18.83,Max
Alabama,1963,11,9.33,Max
Alabama,1964,0,12.06,Max
Alabama,1964,1,11.89,Max
Alabama,1964,2,19.39,Max
Alabama,1964,3,24.89,Max
Alabama,1964,4,28.89,Max
Alabama,1964,5,32.61,Max
Alabama,1964,6,31.22,Max
Alabama,1964,7,31.5,Max
Alabama,1964,8,30.39,Max
Alabama,1964,9,22.67,Max
Alabama,1964,10,20.56,Max
Alabama,1964,11,14.94,Max
Alabama,1965,0,14.89,Max
Alabama,1965,1,14.56,Max
Alabama,1965,2,16.67,Max
Alabama,1965,3,25.89,Max
Alabama,1965,4,30.44,Max
Alabama,1965,5,30.33,Max
Alabama,1965,6,31.94,Max
Alabama,1965,7,31.83,Max
Alabama,1965,8,29.39,Max
Alabama,1965,9,23.78,Max
Alabama,1965,10,20.61,Max
Alabama,1965,11,15.17,Max
Alabama,1966,0,9.61,Max
Alabama,1966,1,14.17,Max
Alabama,1966,2,18.83,Max
Alabama,1966,3,24.56,Max
Alabama,1966,4,27.0,Max
Alabama,1966,5,30.33,Max
Alabama,1966,6,33.72,Max
Alabama,1966,7,31.17,Max
Alabama,1966,8,28.83,Max
Alabama,1966,9,23.5,Max
Alabama,1966,10,19.56,Max
Alabama,1966,11,13.56,Max
Alabama,1967,0,13.78,Max
Alabama,1967,1,13.11,Max
Alabama,1967,2,22.56,Max
Alabama,1967,3,27.33,Max
Alabama,1967,4,27.39,Max
Alabama,1967,5,31.0,Max
Alabama,1967,6,30.22,Max
Alabama,1967,7,29.61,Max
Alabama,1967,8,26.72,Max
Alabama,1967,9,24.22,Max
Alabama,1967,10,17.78,Max
Alabama,1967,11,15.89,Max
Alabama,1968,0,11.72,Max
Alabama,1968,1,11.06,Max
Alabama,1968,2,18.94,Max
Alabama,1968,3,24.67,Max
Alabama,1968,4,27.39,Max
Alabama,1968,5,32.78,Max
Alabama,1968,6,32.17,Max
Alabama,1968,7,32.89,Max
Alabama,1968,8,29.61,Max
Alabama,1968,9,25.06,Max
Alabama,1968,10,17.11,Max
Alabama,1968,11,12.39,Max
Alabama,1969,0,12.0,Max
Alabama,1969,1,13.83,Max
Alabama,1969,2,15.44,Max
Alabama,1969,3,24.89,Max
Alabama,1969,4,27.83,Max
Alabama,1969,5,32.56,Max
Alabama,1969,6,33.5,Max
Alabama,1969,7,31.44,Max
Alabama,1969,8,28.67,Max
Alabama,1969,9,24.11,Max
Alabama,1969,10,18.0,Max
Alabama,1969,11,12.83,Max
Alabama,1970,0,9.06,Max
Alabama,1970,1,14.39,Max
Alabama,1970,2,17.94,Max
Alabama,1970,3,25.67,Max
Alabama,1970,4,29.17,Max
Alabama,1970,5,30.11,Max
Alabama,1970,6,32.78,Max
Alabama,1970,7,31.78,Max
Alabama,1970,8,31.78,Max
Alabama,1970,9,24.06,Max
Alabama,1970,10,16.72,Max
Alabama,1970,11,16.33,Max
Alabama,1971,0,13.22,Max
Alabama,1971,1,14.67,Max
Alabama,1971,2,16.94,Max
Alabama,1971,3,24.61,Max
Alabama,1971,4,26.39,Max
Alabama,1971,5,32.33,Max
Alabama,1971,6,31.22,Max
Alabama,1971,7,31.11,Max
Alabama,1971,8,29.61,Max
Alabama,1971,9,26.39,Max
Alabama,1971,10,18.44,Max
Alabama,1971,11,17.94,Max
Alabama,1972,0,15.78,Max
Alabama,1972,1,14.44,Max
Alabama,1972,2,20.06,Max
Alabama,1972,3,24.94,Max
Alabama,1972,4,27.0,Max
Alabama,1972,5,30.78,Max
Alabama,1972,6,31.78,Max
Alabama,1972,7,32.72,Max
Alabama,1972,8,31.89,Max
Alabama,1972,9,24.17,Max
Alabama,1972,10,15.83,Max
Alabama,1972,11,15.11,Max
Alabama,1973,0,12.0,Max
Alabama,1973,1,13.83,Max
Alabama,1973,2,21.33,Max
Alabama,1973,3,21.78,Max
Alabama,1973,4,26.83,Max
Alabama,1973,5,31.0,Max
Alabama,1973,6,32.44,Max
Alabama,1973,7,31.5,Max
Alabama,1973,8,30.61,Max
Alabama,1973,9,26.44,Max
Alabama,1973,10,21.11,Max
Alabama,1973,11,14.39,Max
Alabama,1974,0,17.78,Max
Alabama,1974,1,15.78,Max
Alabama,1974,2,22.67,Max
Alabama,1974,3,24.28,Max
Alabama,1974,4,28.56,Max
Alabama,1974,5,29.44,Max
Alabama,1974,6,32.44,Max
Alabama,1974,7,31.33,Max
Alabama,1974,8,27.06,Max
Alabama,1974,9,24.06,Max
Alabama,1974,10,18.89,Max
Alabama,1974,11,14.17,Max
Alabama,1975,0,15.67,Max
Alabama,1975,1,17.0,Max
Alabama,1975,2,18.89,Max
Alabama,1975,3,23.06,Max
Alabama,1975,4,28.44,Max
Alabama,1975,5,30.72,Max
Alabama,1975,6,31.11,Max
Alabama,1975,7,31.44,Max
Alabama,1975,8,27.11,Max
Alabama,1975,9,24.28,Max
Alabama,1975,10,19.11,Max
Alabama,1975,11,13.61,Max
Alabama,1976,0,11.56,Max
Alabama,1976,1,19.56,Max
Alabama,1976,2,21.0,Max
Alabama,1976,3,25.22,Max
Alabama,1976,4,24.78,Max
Alabama,1976,5,29.94,Max
Alabama,1976,6,32.22,Max
Alabama,1976,7,31.67,Max
Alabama,1976,8,28.33,Max
Alabama,1976,9,21.39,Max
Alabama,1976,10,14.61,Max
Alabama,1976,11,12.33,Max
Alabama,1977,0,6.44,Max
Alabama,1977,1,15.06,Max
Alabama,1977,2,20.78,Max
Alabama,1977,3,25.83,Max
Alabama,1977,4,29.56,Max
Alabama,1977,5,33.67,Max
Alabama,1977,6,33.89,Max
Alabama,1977,7,32.44,Max
Alabama,1977,8,29.94,Max
Alabama,1977,9,22.72,Max
Alabama,1977,10,18.83,Max
Alabama,1977,11,13.33,Max
Alabama,1978,0,6.89,Max
Alabama,1978,1,10.17,Max
Alabama,1978,2,17.56,Max
Alabama,1978,3,25.56,Max
Alabama,1978,4,27.56,Max
Alabama,1978,5,31.83,Max
Alabama,1978,6,33.39,Max
Alabama,1978,7,32.33,Max
Alabama,1978,8,31.44,Max
Alabama,1978,9,25.33,Max
Alabama,1978,10,22.39,Max
Alabama,1978,11,15.11,Max
Alabama,1979,0,8.78,Max
Alabama,1979,1,11.89,Max
Alabama,1979,2,20.5,Max
Alabama,1979,3,23.94,Max
Alabama,1979,4,27.06,Max
Alabama,1979,5,30.44,Max
Alabama,1979,6,31.33,Max
Alabama,1979,7,32.0,Max
Alabama,1979,8,27.72,Max
Alabama,1979,9,24.83,Max
Alabama,1979,10,18.78,Max
Alabama,1979,11,14.22,Max
Alabama,1980,0,13.22,Max
Alabama,1980,1,12.61,Max
Alabama,1980,2,17.89,Max
Alabama,1980,3,23.17,Max
Alabama,1980,4,27.28,Max
Alabama,1980,5,31.89,Max
Alabama,1980,6,34.89,Max
Alabama,1980,7,34.44,Max
Alabama,1980,8,32.39,Max
Alabama,1980,9,23.06,Max
Alabama,1980,10,17.83,Max
Alabama,1980,11,14.44,Max
Alabama,1981,0,11.22,Max
Alabama,1981,1,15.28,Max
Alabama,1981,2,18.89,Max
Alabama,1981,3,26.67,Max
Alabama,1981,4,26.67,Max
Alabama,1981,5,32.83,Max
Alabama,1981,6,33.89,Max
Alabama,1981,7,31.61,Max
Alabama,1981,8,29.39,Max
Alabama,1981,9,23.44,Max
Alabama,1981,10,20.44,Max
Alabama,1981,11,11.94,Max
Alabama,1982,0,12.44,Max
Alabama,1982,1,15.33,Max
Alabama,1982,2,21.11,Max
Alabama,1982,3,22.17,Max
Alabama,1982,4,29.28,Max
Alabama,1982,5,31.11,Max
Alabama,1982,6,32.22,Max
Alabama,1982,7,31.56,Max
Alabama,1982,8,29.0,Max
Alabama,1982,9,24.83,Max
Alabama,1982,10,19.28,Max
Alabama,1982,11,16.67,Max
Alabama,1983,0,11.17,Max
Alabama,1983,1,13.56,Max
Alabama,1983,2,17.33,Max
Alabama,1983,3,21.33,Max
Alabama,1983,4,26.94,Max
Alabama,1983,5,29.22,Max
Alabama,1983,6,33.33,Max
Alabama,1983,7,33.89,Max
Alabama,1983,8,28.78,Max
Alabama,1983,9,24.5,Max
Alabama,1983,10,18.89,Max
Alabama,1983,11,11.11,Max
Alabama,1984,0,10.94,Max
Alabama,1984,1,16.5,Max
Alabama,1984,2,19.33,Max
Alabama,1984,3,22.67,Max
Alabama,1984,4,27.39,Max
Alabama,1984,5,32.33,Max
Alabama,1984,6,31.67,Max
Alabama,1984,7,30.78,Max
Alabama,1984,8,29.83,Max
Alabama,1984,9,27.22,Max
Alabama,1984,10,18.06,Max
Alabama,1984,11,19.22,Max
Alabama,1985,0,9.17,Max
Alabama,1985,1,13.5,Max
Alabama,1985,2,21.61,Max
Alabama,1985,3,25.22,Max
Alabama,1985,4,28.0,Max
Alabama,1985,5,31.67,Max
Alabama,1985,6,31.56,Max
Alabama,1985,7,31.44,Max
Alabama,1985,8,29.11,Max
Alabama,1985,9,25.22,Max
Alabama,1985,10,21.78,Max
Alabama,1985,11,12.22,Max
Alabama,1986,0,13.44,Max
Alabama,1986,1,17.44,Max
Alabama,1986,2,20.78,Max
Alabama,1986,3,25.56,Max
Alabama,1986,4,28.44,Max
Alabama,1986,5,32.39,Max
Alabama,1986,6,34.56,Max
Alabama,1986,7,32.06,Max
Alabama,1986,8,30.44,Max
Alabama,1986,9,24.22,Max
Alabama,1986,10,19.94,Max
Alabama,1986,11,12.5,Max
Alabama,1987,0,11.94,Max
Alabama,1987,1,14.44,Max
Alabama,1987,2,19.83,Max
