"ITTER107","Territorio","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","1","maschi","Y45-54","45-54 anni","2023-Q1","T1-2023",3902.998,,
"IT","Italia","1","maschi","Y45-54","45-54 anni","2023-Q2","T2-2023",3960.06,,
"IT","Italia","1","maschi","Y45-54","45-54 anni","2023-Q3","T3-2023",3977.819,,
"IT","Italia","1","maschi","Y45-54","45-54 anni","2023-Q4","T4-2023",3957.041,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2018","2018",2974.712,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2018-Q2","T2-2018",2998.455,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2018-Q1","T1-2018",2918.618,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2018-Q4","T4-2018",3005.707,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2018-Q3","T3-2018",2976.067,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2019","2019",3036.622,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2019-Q1","T1-2019",3010.605,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2019-Q2","T2-2019",3072.893,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2019-Q4","T4-2019",3025.602,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2019-Q3","T3-2019",3037.39,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2020","2020",2954.521,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2020-Q2","T2-2020",2925.246,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2020-Q1","T1-2020",2984.175,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2020-Q3","T3-2020",2928.279,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2020-Q4","T4-2020",2980.384,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2021","2021",2983.365,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2022","2022",3010.094,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2023","2023",3032.559,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2021-Q1","T1-2021",2895.039,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2021-Q2","T2-2021",2984.202,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2021-Q3","T3-2021",3017.693,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2021-Q4","T4-2021",3036.528,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2022-Q1","T1-2022",2977.154,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2022-Q2","T2-2022",3044.853,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2022-Q3","T3-2022",2987.88,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2022-Q4","T4-2022",3030.491,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2023-Q1","T1-2023",3007.959,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2023-Q2","T2-2023",3024.244,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2023-Q3","T3-2023",2985.372,,
"IT","Italia","2","femmine","Y45-54","45-54 anni","2023-Q4","T4-2023",3112.662,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2018","2018",6980.189,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2018-Q2","T2-2018",7000.89,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2018-Q1","T1-2018",6866.783,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2018-Q4","T4-2018",7037.442,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2018-Q3","T3-2018",7015.641,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2019","2019",7056.858,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2019-Q1","T1-2019",6967.464,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2019-Q2","T2-2019",7109.474,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2019-Q4","T4-2019",7068.542,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2019-Q3","T3-2019",7081.954,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2020","2020",6899.713,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2020-Q2","T2-2020",6842.957,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2020-Q1","T1-2020",6951.178,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2020-Q3","T3-2020",6867.997,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2020-Q4","T4-2020",6936.719,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2021","2021",6906.366,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2022","2022",6976.164,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2023","2023",6982.038,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2021-Q1","T1-2021",6739.221,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2021-Q2","T2-2021",6922.584,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2021-Q3","T3-2021",6983.941,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2021-Q4","T4-2021",6979.72,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2022-Q1","T1-2022",6906.135,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2022-Q2","T2-2022",7020.356,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2022-Q3","T3-2022",6984.018,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2022-Q4","T4-2022",6994.145,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2023-Q1","T1-2023",6910.957,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2023-Q2","T2-2023",6984.304,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2023-Q3","T3-2023",6963.191,,
"IT","Italia","9","totale","Y45-54","45-54 anni","2023-Q4","T4-2023",7069.702,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2018","2018",1655.806,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2018-Q2","T2-2018",1658.679,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2018-Q1","T1-2018",1649.885,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2018-Q4","T4-2018",1670.312,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2018-Q3","T3-2018",1644.348,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2019","2019",1694.264,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2019-Q1","T1-2019",1693.559,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2019-Q2","T2-2019",1712.893,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2019-Q4","T4-2019",1685.596,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2019-Q3","T3-2019",1685.01,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2020","2020",1647.535,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2020-Q2","T2-2020",1635.572,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2020-Q1","T1-2020",1665.291,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2020-Q3","T3-2020",1629.561,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2020-Q4","T4-2020",1659.718,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2021","2021",1680.741,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2022","2022",1682.81,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2023","2023",1677.334,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2021-Q1","T1-2021",1627.499,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2021-Q2","T2-2021",1688.93,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2021-Q3","T3-2021",1707.962,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2021-Q4","T4-2021",1698.571,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2022-Q1","T1-2022",1674.23,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2022-Q2","T2-2022",1701.447,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2022-Q3","T3-2022",1669.924,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2022-Q4","T4-2022",1685.641,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2023-Q1","T1-2023",1673.281,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2023-Q2","T2-2023",1672.762,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2023-Q3","T3-2023",1658.19,,
"ITCD","Nord","2","femmine","Y45-54","45-54 anni","2023-Q4","T4-2023",1705.104,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2018","2018",3734.085,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2018-Q2","T2-2018",3730.39,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2018-Q1","T1-2018",3704.284,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2018-Q4","T4-2018",3774.55,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2018-Q3","T3-2018",3727.116,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2019","2019",3779.033,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2019-Q1","T1-2019",3766.035,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2019-Q2","T2-2019",3812.751,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2019-Q4","T4-2019",3769.953,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2019-Q3","T3-2019",3767.392,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2020","2020",3689.528,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2020-Q2","T2-2020",3667.634,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2020-Q1","T1-2020",3729.976,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2020-Q3","T3-2020",3663.467,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2020-Q4","T4-2020",3697.037,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2021","2021",3713.297,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2022","2022",3726.815,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2023","2023",3697.359,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2021-Q1","T1-2021",3632.847,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2021-Q2","T2-2021",3741.269,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2021-Q3","T3-2021",3740.088,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2021-Q4","T4-2021",3738.986,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2022-Q1","T1-2022",3707.523,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2022-Q2","T2-2022",3755.759,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2022-Q3","T3-2022",3719.481,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2022-Q4","T4-2022",3724.498,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2023-Q1","T1-2023",3694.856,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2023-Q2","T2-2023",3681.632,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2023-Q3","T3-2023",3680.597,,
"ITCD","Nord","9","totale","Y45-54","45-54 anni","2023-Q4","T4-2023",3732.353,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2018","2018",1195.564,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2018-Q2","T2-2018",1190.498,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2018-Q1","T1-2018",1187.867,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2018-Q4","T4-2018",1212.215,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2018-Q3","T3-2018",1191.676,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2019","2019",1198.604,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2019-Q1","T1-2019",1196.963,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2019-Q2","T2-2019",1202.259,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2019-Q4","T4-2019",1202.018,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2019-Q3","T3-2019",1193.176,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2020","2020",1173.425,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2020-Q2","T2-2020",1165.293,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2020-Q1","T1-2020",1192.108,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2020-Q3","T3-2020",1165.368,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2020-Q4","T4-2020",1170.932,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2021","2021",1165.824,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2022","2022",1171.785,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2023","2023",1158.202,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2021-Q1","T1-2021",1153.736,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2021-Q2","T2-2021",1177.942,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2021-Q3","T3-2021",1164.831,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2021-Q4","T4-2021",1166.786,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2022-Q1","T1-2022",1158.576,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2022-Q2","T2-2022",1175.615,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2022-Q3","T3-2022",1181.261,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2022-Q4","T4-2022",1171.688,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2023-Q1","T1-2023",1157.284,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2023-Q2","T2-2023",1144.768,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2023-Q3","T3-2023",1165.439,,
"ITC","Nord-ovest","1","maschi","Y45-54","45-54 anni","2023-Q4","T4-2023",1165.316,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2018","2018",949.809,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2018-Q2","T2-2018",949.517,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2018-Q1","T1-2018",941.633,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2018-Q4","T4-2018",962.893,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2018-Q3","T3-2018",945.195,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2019","2019",969.091,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2019-Q1","T1-2019",970.128,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2019-Q2","T2-2019",975.433,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2019-Q4","T4-2019",964.979,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2019-Q3","T3-2019",965.826,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2020","2020",941.062,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2020-Q2","T2-2020",930.866,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2020-Q1","T1-2020",954.313,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2020-Q3","T3-2020",928.848,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2020-Q4","T4-2020",950.223,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2021","2021",952.66,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2022","2022",952.922,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2023","2023",940.973,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2021-Q1","T1-2021",922.281,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2021-Q2","T2-2021",948.384,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2021-Q3","T3-2021",967.999,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2021-Q4","T4-2021",971.976,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2022-Q1","T1-2022",926.753,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2022-Q2","T2-2022",962.829,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2022-Q3","T3-2022",959.049,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2022-Q4","T4-2022",963.058,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2023-Q1","T1-2023",936.028,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2023-Q2","T2-2023",931.835,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2023-Q3","T3-2023",927.281,,
"ITC","Nord-ovest","2","femmine","Y45-54","45-54 anni","2023-Q4","T4-2023",968.75,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2018","2018",2145.373,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2018-Q2","T2-2018",2140.014,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2018-Q1","T1-2018",2129.5,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2018-Q4","T4-2018",2175.108,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2018-Q3","T3-2018",2136.871,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2019","2019",2167.695,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2019-Q1","T1-2019",2167.091,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2019-Q2","T2-2019",2177.692,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2019-Q4","T4-2019",2166.997,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2019-Q3","T3-2019",2159.002,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2020","2020",2114.488,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2020-Q2","T2-2020",2096.158,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2020-Q1","T1-2020",2146.421,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2020-Q3","T3-2020",2094.216,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2020-Q4","T4-2020",2121.156,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2021","2021",2118.484,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2022","2022",2124.707,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2023","2023",2099.175,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2021-Q1","T1-2021",2076.017,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2021-Q2","T2-2021",2126.326,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2021-Q3","T3-2021",2132.831,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2021-Q4","T4-2021",2138.762,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2022-Q1","T1-2022",2085.329,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2022-Q2","T2-2022",2138.443,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2022-Q3","T3-2022",2140.309,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2022-Q4","T4-2022",2134.746,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2023-Q1","T1-2023",2093.311,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2023-Q2","T2-2023",2076.603,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2023-Q3","T3-2023",2092.719,,
"ITC","Nord-ovest","9","totale","Y45-54","45-54 anni","2023-Q4","T4-2023",2134.066,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2018","2018",882.716,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2018-Q2","T2-2018",881.214,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2018-Q1","T1-2018",866.533,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2018-Q4","T4-2018",892.023,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2018-Q3","T3-2018",891.092,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2019","2019",886.164,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2019-Q1","T1-2019",875.514,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2019-Q2","T2-2019",897.599,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2019-Q4","T4-2019",882.339,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2019-Q3","T3-2019",889.205,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2020","2020",868.568,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2020-Q2","T2-2020",866.77,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2020-Q1","T1-2020",872.577,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2020-Q3","T3-2020",868.538,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2020-Q4","T4-2020",866.386,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2021","2021",866.733,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2022","2022",872.22,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2023","2023",861.823,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2021-Q1","T1-2021",851.612,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2021-Q2","T2-2021",874.397,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2021-Q3","T3-2021",867.294,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2021-Q4","T4-2021",873.629,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2022-Q1","T1-2022",874.717,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2022-Q2","T2-2022",878.697,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2022-Q3","T3-2022",868.297,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2022-Q4","T4-2022",867.169,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2023-Q1","T1-2023",864.291,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2023-Q2","T2-2023",864.102,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2023-Q3","T3-2023",856.967,,
"ITD","Nord-est","1","maschi","Y45-54","45-54 anni","2023-Q4","T4-2023",861.933,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2018","2018",705.996,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2018-Q2","T2-2018",709.162,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2018-Q1","T1-2018",708.252,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2018-Q4","T4-2018",707.419,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2018-Q3","T3-2018",699.153,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2019","2019",725.173,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2019-Q1","T1-2019",723.431,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2019-Q2","T2-2019",737.461,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2019-Q4","T4-2019",720.617,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2019-Q3","T3-2019",719.184,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2020","2020",706.473,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2020-Q2","T2-2020",704.706,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2020-Q1","T1-2020",710.978,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2020-Q3","T3-2020",700.713,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2020-Q4","T4-2020",709.495,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2021","2021",728.08,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2022","2022",729.888,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2023","2023",736.361,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2021-Q1","T1-2021",705.218,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2021-Q2","T2-2021",740.546,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2021-Q3","T3-2021",739.963,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2021-Q4","T4-2021",726.595,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2022-Q1","T1-2022",747.477,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2022-Q2","T2-2022",738.618,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2022-Q3","T3-2022",710.875,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2022-Q4","T4-2022",722.583,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2023-Q1","T1-2023",737.254,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2023-Q2","T2-2023",740.927,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2023-Q3","T3-2023",730.91,,
"ITD","Nord-est","2","femmine","Y45-54","45-54 anni","2023-Q4","T4-2023",736.354,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2018","2018",822.994,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2018-Q2","T2-2018",819.824,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2018-Q1","T1-2018",807.443,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2018-Q4","T4-2018",826.447,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2018-Q3","T3-2018",838.263,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2019","2019",835.488,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2019-Q1","T1-2019",814.926,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2019-Q2","T2-2019",834.541,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2019-Q4","T4-2019",838.196,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2019-Q3","T3-2019",854.291,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2020","2020",816.342,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2020-Q2","T2-2020",819.411,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2020-Q1","T1-2020",828.935,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2020-Q3","T3-2020",805.251,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2020-Q4","T4-2020",811.77,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2021","2021",812.179,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2022","2022",819.729,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2023","2023",816.506,,
"ITE","Centro","1","maschi","Y45-54","45-54 anni","2021-Q1","T1-2021",787.609,,
