"ITTER107","Territorio","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2018-Q2","T2-2018",2152.047,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2018-Q1","T1-2018",2068.461,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2018-Q4","T4-2018",2119.821,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2018-Q3","T3-2018",2124.073,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2019","2019",2129.768,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2019-Q1","T1-2019",2107.092,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2019-Q2","T2-2019",2152.33,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2019-Q4","T4-2019",2109.055,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2019-Q3","T3-2019",2150.595,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2020","2020",2042.7,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2020-Q2","T2-2020",2016.539,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2020-Q1","T1-2020",2093.753,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2020-Q3","T3-2020",2013.807,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2020-Q4","T4-2020",2046.701,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2021","2021",2050.378,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2022","2022",2129.149,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2023","2023",2138.856,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2021-Q1","T1-2021",1979.609,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2021-Q2","T2-2021",2044.907,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2021-Q3","T3-2021",2060.893,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2021-Q4","T4-2021",2116.103,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2022-Q1","T1-2022",2100.309,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2022-Q2","T2-2022",2129.91,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2022-Q3","T3-2022",2139.252,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2022-Q4","T4-2022",2147.125,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2023-Q1","T1-2023",2109.3,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2023-Q2","T2-2023",2138.022,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2023-Q3","T3-2023",2128.943,,
"ITE","Centro","2","femmine","Y20-64","20-64 anni","2023-Q4","T4-2023",2179.161,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2018","2018",375.279,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2018-Q2","T2-2018",380.52,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2018-Q1","T1-2018",370.64,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2018-Q4","T4-2018",373.625,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2018-Q3","T3-2018",376.329,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2019","2019",391.048,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2019-Q1","T1-2019",385.291,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2019-Q2","T2-2019",399.478,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2019-Q4","T4-2019",391.604,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2019-Q3","T3-2019",387.818,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2020","2020",375.355,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2020-Q2","T2-2020",373.301,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2020-Q1","T1-2020",386.188,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2020-Q3","T3-2020",372.899,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2020-Q4","T4-2020",369.032,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2021","2021",377.161,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2022","2022",411.963,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2023","2023",425.837,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2021-Q1","T1-2021",354.606,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2021-Q2","T2-2021",364.999,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2021-Q3","T3-2021",404.002,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2021-Q4","T4-2021",385.039,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2022-Q1","T1-2022",397.302,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2022-Q2","T2-2022",399.329,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2022-Q3","T3-2022",429.02,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2022-Q4","T4-2022",422.201,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2023-Q1","T1-2023",422.341,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2023-Q2","T2-2023",431.833,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2023-Q3","T3-2023",422.175,,
"ITD","Nord-est","1","maschi","Y15-29","15-29 anni","2023-Q4","T4-2023",426.998,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2018","2018",298.279,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2018-Q2","T2-2018",295.419,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2018-Q1","T1-2018",301.327,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2018-Q4","T4-2018",298.17,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2018-Q3","T3-2018",298.199,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2019","2019",303.101,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2019-Q1","T1-2019",299.577,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2019-Q2","T2-2019",296.558,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2019-Q4","T4-2019",309.989,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2019-Q3","T3-2019",306.279,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2020","2020",291.204,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2020-Q2","T2-2020",282.5,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2020-Q1","T1-2020",309.576,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2020-Q3","T3-2020",274.666,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2020-Q4","T4-2020",298.073,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2021","2021",298.84,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2022","2022",329.697,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2023","2023",345.024,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2021-Q1","T1-2021",284.576,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2021-Q2","T2-2021",290.754,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2021-Q3","T3-2021",308.153,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2021-Q4","T4-2021",311.879,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2022-Q1","T1-2022",319.894,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2022-Q2","T2-2022",339.597,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2022-Q3","T3-2022",337.846,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2022-Q4","T4-2022",321.451,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2023-Q1","T1-2023",339.329,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2023-Q2","T2-2023",355.433,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2023-Q3","T3-2023",355.299,,
"ITE","Centro","1","maschi","Y15-29","15-29 anni","2023-Q4","T4-2023",330.035,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2018","2018",441.103,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2018-Q2","T2-2018",455.935,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2018-Q1","T1-2018",430.388,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2018-Q4","T4-2018",425.417,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2018-Q3","T3-2018",452.672,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2019","2019",448.752,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2019-Q1","T1-2019",409.141,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2019-Q2","T2-2019",453.207,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2019-Q4","T4-2019",452.027,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2019-Q3","T3-2019",480.633,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2020","2020",427.331,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2020-Q2","T2-2020",404.763,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2020-Q1","T1-2020",413.713,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2020-Q3","T3-2020",467.698,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2020-Q4","T4-2020",423.15,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2021","2021",455.304,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2022","2022",464.713,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2023","2023",490.705,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2021-Q1","T1-2021",412.582,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2021-Q2","T2-2021",459.486,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2021-Q3","T3-2021",502.38,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2021-Q4","T4-2021",446.768,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2022-Q1","T1-2022",432.81,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2022-Q2","T2-2022",483.94,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2022-Q3","T3-2022",472.733,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2022-Q4","T4-2022",469.368,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2023-Q1","T1-2023",468.047,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2023-Q2","T2-2023",475.78,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2023-Q3","T3-2023",501.828,,
"ITFG","Mezzogiorno","1","maschi","Y15-29","15-29 anni","2023-Q4","T4-2023",517.167,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2018","2018",917.358,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2018-Q2","T2-2018",959.091,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2018-Q1","T1-2018",882.58,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2018-Q4","T4-2018",903.162,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2018-Q3","T3-2018",924.599,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2019","2019",908.074,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2019-Q1","T1-2019",888.552,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2019-Q2","T2-2019",936.957,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2019-Q4","T4-2019",906.771,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2019-Q3","T3-2019",900.016,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2020","2020",877.294,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2020-Q2","T2-2020",864.516,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2020-Q1","T1-2020",873.056,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2020-Q3","T3-2020",885.658,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2020-Q4","T4-2020",885.945,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2021","2021",872.337,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2022","2022",886.73,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2023","2023",897.35,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2021-Q1","T1-2021",846.259,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2021-Q2","T2-2021",864.355,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2021-Q3","T3-2021",883.785,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2021-Q4","T4-2021",894.951,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2022-Q1","T1-2022",887.046,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2022-Q2","T2-2022",887.052,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2022-Q3","T3-2022",857.471,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2022-Q4","T4-2022",915.35,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2023-Q1","T1-2023",913.287,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2023-Q2","T2-2023",874.602,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2023-Q3","T3-2023",860.198,,
"ITFG","Mezzogiorno","2","femmine","Y35-49","35-49 anni","2023-Q4","T4-2023",941.314,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2018","2018",8294.358,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2018-Q2","T2-2018",8339.423,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2018-Q1","T1-2018",8121.273,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2018-Q4","T4-2018",8377.56,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2018-Q3","T3-2018",8339.178,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2019","2019",8546.821,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2019-Q1","T1-2019",8344.8,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2019-Q2","T2-2019",8624.236,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2019-Q4","T4-2019",8610.299,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2019-Q3","T3-2019",8607.949,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2020","2020",8542.593,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2020-Q2","T2-2020",8498.15,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2020-Q1","T1-2020",8574.563,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2020-Q3","T3-2020",8516.963,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2020-Q4","T4-2020",8580.695,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2021","2021",8655.193,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2022","2022",8931.044,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2023","2023",9343.01,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2021-Q1","T1-2021",8459.358,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2021-Q2","T2-2021",8658.665,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2021-Q3","T3-2021",8710.753,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2021-Q4","T4-2021",8791.997,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2022-Q1","T1-2022",8759.618,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2022-Q2","T2-2022",8960.893,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2022-Q3","T3-2022",8959.058,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2022-Q4","T4-2022",9044.609,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2023-Q1","T1-2023",9109.31,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2023-Q2","T2-2023",9324.637,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2023-Q3","T3-2023",9464.951,,
"IT","Italia","9","totale","Y50-74","50-74 anni","2023-Q4","T4-2023",9473.141,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2018","2018",2396.694,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2018-Q2","T2-2018",2397.558,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2018-Q1","T1-2018",2356.421,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2018-Q4","T4-2018",2429.406,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2018-Q3","T3-2018",2403.392,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2019","2019",2476.088,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2019-Q1","T1-2019",2435.695,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2019-Q2","T2-2019",2492.365,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2019-Q4","T4-2019",2482.825,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2019-Q3","T3-2019",2493.466,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2020","2020",2465.54,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2020-Q2","T2-2020",2456.137,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2020-Q1","T1-2020",2484.48,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2020-Q3","T3-2020",2469.482,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2020-Q4","T4-2020",2452.061,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2021","2021",2489.962,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2022","2022",2568.514,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2023","2023",2681.211,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2021-Q1","T1-2021",2441.113,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2021-Q2","T2-2021",2488.709,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2021-Q3","T3-2021",2506.079,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2021-Q4","T4-2021",2523.945,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2022-Q1","T1-2022",2508.105,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2022-Q2","T2-2022",2563.266,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2022-Q3","T3-2022",2594.529,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2022-Q4","T4-2022",2608.156,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2023-Q1","T1-2023",2629.586,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2023-Q2","T2-2023",2675.646,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2023-Q3","T3-2023",2695.332,,
"ITCD","Nord","1","maschi","Y50-74","50-74 anni","2023-Q4","T4-2023",2724.28,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2018","2018",2406.449,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2018-Q2","T2-2018",2402.279,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2018-Q1","T1-2018",2340.261,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2018-Q4","T4-2018",2459.802,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2018-Q3","T3-2018",2423.454,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2019","2019",2490.642,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2019-Q1","T1-2019",2444.706,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2019-Q2","T2-2019",2479.99,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2019-Q4","T4-2019",2537.025,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2019-Q3","T3-2019",2500.849,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2020","2020",2493.933,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2020-Q2","T2-2020",2454.552,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2020-Q1","T1-2020",2511.896,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2020-Q3","T3-2020",2482.668,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2020-Q4","T4-2020",2526.617,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2021","2021",2545.46,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2022","2022",2601.801,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2023","2023",2723.224,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2021-Q1","T1-2021",2515.973,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2021-Q2","T2-2021",2536.75,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2021-Q3","T3-2021",2550.379,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2021-Q4","T4-2021",2578.737,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2022-Q1","T1-2022",2537.838,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2022-Q2","T2-2022",2584.054,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2022-Q3","T3-2022",2621.167,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2022-Q4","T4-2022",2664.144,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2023-Q1","T1-2023",2665.436,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2023-Q2","T2-2023",2689.69,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2023-Q3","T3-2023",2776.197,,
"ITC","Nord-ovest","9","totale","Y50-74","50-74 anni","2023-Q4","T4-2023",2761.574,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2018","2018",12771.181,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2018-Q2","T2-2018",12847.894,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2018-Q1","T1-2018",12570.156,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2018-Q4","T4-2018",12752.224,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2018-Q3","T3-2018",12914.451,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2019","2019",12809.054,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2019-Q1","T1-2019",12607.888,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2019-Q2","T2-2019",12863.82,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2019-Q4","T4-2019",12841.549,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2019-Q3","T3-2019",12922.958,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2020","2020",12481.08,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2020-Q2","T2-2020",12362.221,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2020-Q1","T1-2020",12630.156,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2020-Q3","T3-2020",12511.363,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2020-Q4","T4-2020",12420.58,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2021","2021",12496.561,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2022","2022",12811.405,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2023","2023",13006.368,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2021-Q1","T1-2021",12102.282,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2021-Q2","T2-2021",12516.826,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2021-Q3","T3-2021",12756.768,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2021-Q4","T4-2021",12610.367,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2022-Q1","T1-2022",12636.886,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2022-Q2","T2-2022",12875.621,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2022-Q3","T3-2022",12883.378,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2022-Q4","T4-2022",12849.736,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2023-Q1","T1-2023",12828.711,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2023-Q2","T2-2023",13059.236,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2023-Q3","T3-2023",13075.959,,
"IT","Italia","1","maschi","Y20-64","20-64 anni","2023-Q4","T4-2023",13061.568,,
"ITCD","Nord","2","femmine","Y20-64","20-64 anni","2018","2018",5146.856,,
"ITCD","Nord","2","femmine","Y20-64","20-64 anni","2018-Q2","T2-2018",5178.933,,
"ITCD","Nord","2","femmine","Y20-64","20-64 anni","2018-Q1","T1-2018",5127.789,,
"ITCD","Nord","2","femmine","Y20-64","20-64 anni","2018-Q4","T4-2018",5166.164,,
"ITCD","Nord","2","femmine","Y20-64","20-64 anni","2018-Q3","T3-2018",5114.536,,
"ITCD","Nord","2","femmine","Y20-64","20-64 anni","2019","2019",5197.592,,
"ITCD","Nord","2","femmine","Y20-64","20-64 anni","2019-Q1","T1-2019",5185.123,,
"ITCD","Nord","2","femmine","Y20-64","20-64 anni","2019-Q2","T2-2019",5240.14,,
"ITCD","Nord","2","femmine","Y20-64","20-64 anni","2019-Q4","T4-2019",5218.369,,
"ITCD","Nord","2","femmine","Y20-64","20-64 anni","2019-Q3","T3-2019",5146.738,,
"ITCD","Nord","2","femmine","Y20-64","20-64 anni","2020","2020",5008.069,,
"ITCD","Nord","2","femmine","Y20-64","20-64 anni","2020-Q2","T2-2020",4940.909,,
"ITCD","Nord","2","femmine","Y20-64","20-64 anni","2020-Q1","T1-2020",5148.537,,
"ITCD","Nord","2","femmine","Y20-64","20-64 anni","2020-Q3","T3-2020",4950.521,,
"ITCD","Nord","2","femmine","Y20-64","20-64 anni","2020-Q4","T4-2020",4992.309,,
"ITCD","Nord","2","femmine","Y20-64","20-64 anni","2021","2021",5068.812,,
"ITCD","Nord","2","femmine","Y20-64","20-64 anni","2022","2022",5165.781,,
"ITCD","Nord","2","femmine","Y20-64","20-64 anni","2023","2023",5273.974,,
"ITCD","Nord","2","femmine","Y20-64","20-64 anni","2021-Q1","T1-2021",4872.699,,
"ITCD","Nord","2","femmine","Y20-64","20-64 anni","2021-Q2","T2-2021",5082.663,,
"ITCD","Nord","2","femmine","Y20-64","20-64 anni","2021-Q3","T3-2021",5127.392,,
"ITCD","Nord","2","femmine","Y20-64","20-64 anni","2021-Q4","T4-2021",5192.495,,
