sex,age,unit,geo,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE
F,Y15-29,PC_POP,BA,Bosnia,2021,28.8
F,Y15-29,PC_POP,BA,Bosnia,2022,27.4
F,Y15-29,PC_POP,BA,Bosnia,2023,25.9
M,Y15-29,PC_POP,BA,Bosnia,2021,21.6
M,Y15-29,PC_POP,BA,Bosnia,2022,19.8
M,Y15-29,PC_POP,BA,Bosnia,2023,18.8
T,Y15-29,PC_POP,BA,Bosnia,2021,25.1
T,Y15-29,PC_POP,BA,Bosnia,2022,23.5
T,Y15-29,PC_POP,BA,Bosnia,2023,22.2
